% continuousInputs: false
% addNoisyInputs: false
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class smodelkit.SyntheticDataGenerator$LimitedOutputsGenerator
% numOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputs = 3
% numOutputVectors = 20
@RELATION 'synthetic_data -c -3'
@ATTRIBUTE x1 {a, b, c, d}
@ATTRIBUTE x2 {a, b, c, d}
@ATTRIBUTE x3 {a, b, c, d}
@ATTRIBUTE class1 {e, f, g, h}
@ATTRIBUTE class2 {e, f, g, h}
@ATTRIBUTE class3 {e, f, g, h}
@DATA
d, b, a, h, e, f
d, b, a, g, e, f
d, c, c, e, h, e
d, d, b, h, e, f
a, b, d, h, e, f
b, a, c, h, f, g
c, a, b, e, f, h
a, a, c, h, f, h
d, c, b, f, h, h
b, b, a, g, e, f
b, d, d, h, f, g
d, b, a, g, e, f
a, d, b, g, e, e
a, d, c, h, h, h
d, b, b, e, h, h
d, d, b, g, e, f
b, d, b, g, e, e
a, b, b, g, e, f
c, a, b, e, f, h
b, b, d, g, e, f
d, a, b, g, e, f
a, c, a, g, e, e
c, b, d, h, f, g
d, d, d, h, f, g
c, b, d, g, f, h
c, d, c, g, e, g
a, a, c, g, e, e
b, d, b, g, e, f
d, c, d, h, e, f
c, b, d, g, e, e
a, b, c, h, g, h
c, a, b, e, g, h
a, d, c, h, h, h
c, c, b, h, g, h
c, a, b, e, f, e
a, c, d, e, h, f
c, d, c, g, e, g
a, a, c, g, e, f
a, a, d, g, e, f
a, a, c, g, e, f
a, d, c, e, h, h
d, b, a, g, e, f
b, d, c, e, h, h
b, b, a, h, e, f
c, b, d, g, f, g
d, d, c, h, f, g
b, d, b, g, e, f
a, c, d, h, f, f
c, a, d, g, h, g
b, d, c, g, e, f
d, b, a, g, e, f
b, b, d, h, e, g
d, c, b, e, h, h
a, d, c, h, h, h
c, a, d, h, h, f
d, b, d, g, e, f
b, b, d, g, e, f
a, b, d, h, e, f
d, b, d, g, e, f
c, a, d, g, h, h
a, d, b, e, h, h
a, b, c, h, g, h
d, b, b, g, e, f
d, a, a, g, f, g
d, c, a, f, f, f
a, d, c, e, h, h
a, d, d, g, e, e
c, d, c, h, f, g
a, c, d, h, e, f
a, d, c, h, h, h
a, d, c, h, h, h
c, b, d, g, e, e
a, d, c, e, e, h
a, d, c, e, h, h
a, a, c, f, e, f
c, d, c, h, f, g
a, a, c, h, h, e
a, c, d, h, e, f
c, d, d, g, h, g
b, d, c, g, e, f
a, d, d, e, h, h
a, d, c, e, h, h
d, d, b, g, e, e
d, a, d, g, f, g
b, b, a, h, f, g
c, d, b, g, e, f
a, b, c, h, h, h
d, b, a, g, e, f
b, d, b, g, e, f
c, a, a, g, h, g
c, a, d, g, h, g
b, b, a, h, f, g
c, a, d, e, f, g
b, d, d, h, e, g
d, b, a, g, e, f
d, a, d, h, f, g
b, b, a, h, f, f
b, d, c, h, h, h
a, c, c, h, h, h
b, b, a, h, h, f
c, d, c, g, e, g
b, d, d, h, f, g
d, d, c, h, f, g
a, c, d, h, e, f
c, c, b, h, g, h
d, a, a, h, f, g
d, a, d, h, f, g
a, d, c, e, h, h
c, b, d, g, e, f
c, c, b, h, f, h
c, b, d, f, f, g
c, d, c, g, e, g
a, c, d, h, e, f
c, d, c, h, f, g
b, b, d, g, e, f
b, d, c, g, e, f
d, d, d, h, f, g
b, d, b, h, g, h
b, b, a, g, e, f
a, b, c, f, e, g
a, d, c, e, h, h
a, d, c, h, g, h
a, c, d, g, e, f
a, c, d, h, e, f
a, b, a, g, e, f
a, c, d, h, e, g
c, d, c, g, e, g
a, c, d, h, e, f
c, c, a, f, f, h
b, d, b, g, f, f
a, b, a, h, e, f
b, b, a, g, e, e
c, a, d, g, h, h
c, b, d, g, h, e
a, d, d, e, h, e
a, d, c, h, h, h
c, a, b, h, h, g
d, d, a, f, e, f
a, a, c, h, e, f
b, b, d, f, f, g
c, b, d, g, e, e
d, b, a, g, f, f
c, a, d, g, h, g
a, c, d, h, e, f
d, b, a, g, e, f
a, c, d, h, e, f
c, a, d, g, h, g
b, d, d, h, f, g
d, a, d, g, h, g
c, b, d, h, f, g
c, c, c, g, e, g
a, c, d, h, e, f
d, a, d, h, f, f
c, a, b, h, h, g
b, b, c, g, e, f
d, d, b, g, e, f
c, c, b, h, g, h
d, a, d, h, f, g
b, c, d, h, f, g
b, d, d, h, f, g
b, d, b, g, e, f
b, d, b, g, e, f
d, d, b, e, h, h
c, c, d, g, e, e
d, d, d, h, f, g
a, c, d, g, f, f
c, a, d, g, h, g
a, d, c, h, h, e
b, d, d, g, f, g
b, d, c, e, h, h
d, b, a, g, e, g
b, c, b, f, e, f
d, d, b, g, e, f
d, c, b, h, e, f
d, b, a, g, e, f
d, c, b, e, g, h
b, c, b, h, g, h
d, d, b, g, e, f
a, b, d, g, e, f
c, d, d, h, e, g
d, d, b, g, e, f
c, a, b, h, h, g
d, b, a, g, e, f
d, a, d, h, f, g
d, d, b, g, e, f
a, c, d, h, e, f
d, d, b, g, e, g
b, d, b, g, e, f
b, d, b, g, e, f
a, b, c, h, g, h
a, d, b, g, e, f
c, b, b, h, g, h
d, c, b, e, h, h
c, d, c, h, f, g
c, c, b, h, g, h
d, d, c, e, h, h
d, d, b, g, e, f
d, b, a, g, e, f
b, d, d, h, f, g
d, c, b, e, e, h
c, a, d, h, e, f
b, d, c, h, f, g
d, a, d, g, e, g
b, b, d, g, e, f
b, d, d, h, f, f
d, d, b, g, e, f
d, d, b, g, e, f
d, b, b, g, e, g
a, c, d, h, e, f
d, d, b, g, e, f
a, c, d, h, e, f
c, b, d, g, e, e
b, c, a, g, e, f
a, c, d, h, e, f
d, a, a, g, e, f
c, b, d, g, e, e
a, c, d, h, e, f
a, b, c, g, e, g
d, b, a, g, e, f
c, b, d, h, f, g
c, a, d, h, h, g
d, d, b, g, e, f
a, a, c, g, e, f
d, a, d, e, f, h
c, a, d, h, e, f
b, d, d, h, f, f
b, d, d, e, h, g
a, b, c, h, g, h
b, b, a, g, e, f
d, b, a, g, e, f
a, a, c, h, h, f
a, b, a, g, e, f
d, a, d, h, f, g
d, c, b, e, g, h
a, b, c, g, e, g
a, a, c, g, e, f
b, b, d, h, e, f
b, b, d, f, f, g
d, a, d, h, f, g
d, c, b, f, h, h
d, b, a, g, e, f
c, b, d, f, f, g
a, d, c, e, h, h
b, d, b, h, h, f
a, d, c, e, h, h
a, b, c, g, e, f
a, b, c, h, g, h
a, a, c, g, e, f
c, a, d, h, e, f
b, d, d, h, f, g
b, a, c, g, e, e
c, b, a, f, f, g
a, a, c, g, h, f
a, d, c, e, h, h
b, d, d, h, f, g
a, d, d, e, h, h
d, b, a, f, e, f
c, a, b, e, f, h
c, a, d, g, h, g
a, d, c, e, e, h
b, c, d, f, f, g
d, c, d, h, e, f
a, c, d, h, e, f
a, c, d, h, e, f
d, b, d, h, f, g
b, d, b, g, e, f
d, d, b, g, e, e
b, d, c, h, h, h
b, d, d, h, f, g
c, b, a, g, e, f
a, c, c, h, e, f
b, d, d, h, g, g
a, d, c, e, h, h
d, b, a, f, e, f
d, b, c, g, e, g
a, b, c, g, e, g
d, a, d, h, f, g
a, b, c, h, g, h
c, a, b, h, h, g
d, a, d, g, h, g
a, c, d, h, e, f
a, a, c, g, e, f
a, b, a, g, e, f
c, b, d, h, f, g
b, b, d, g, f, f
b, c, d, g, h, f
c, a, d, h, h, g
d, d, b, g, e, f
d, b, a, g, e, f
a, b, c, g, e, g
c, b, d, g, f, g
d, a, d, h, f, g
c, b, d, g, h, g
b, d, b, g, e, f
a, b, d, g, e, f
c, c, b, e, f, h
b, b, a, g, e, f
d, a, c, h, f, f
d, c, b, e, h, h
c, a, c, e, f, h
d, a, b, e, f, h
a, c, c, h, e, f
c, d, c, g, e, g
b, b, a, g, e, f
d, c, d, h, e, f
d, a, d, h, e, g
a, b, b, g, e, f
b, b, d, g, e, f
c, c, b, e, h, h
c, a, b, h, h, g
b, a, d, e, e, f
a, d, c, e, h, h
a, c, c, h, h, h
b, d, d, h, f, g
b, b, a, g, e, f
d, d, b, g, e, f
b, b, d, f, f, g
c, c, b, h, f, h
c, a, d, h, e, f
b, d, d, h, f, g
d, d, c, e, h, h
c, d, c, h, f, g
d, c, b, g, e, f
a, c, d, h, e, f
d, a, b, e, f, h
d, b, a, g, e, g
d, a, d, h, f, f
b, d, d, h, f, g
b, d, a, g, h, f
a, d, c, e, g, h
b, d, d, h, f, g
c, a, b, e, f, h
b, d, d, h, f, g
d, a, d, h, f, g
d, b, a, g, e, f
c, b, d, h, g, g
d, b, a, g, e, f
b, b, a, g, h, f
b, b, a, h, e, f
d, b, a, g, e, f
a, d, c, h, g, h
b, b, a, h, h, f
b, c, d, g, e, f
d, a, d, g, h, g
d, a, d, h, f, g
d, a, d, h, f, g
a, c, c, e, h, h
d, a, d, h, f, h
b, d, d, h, f, g
d, b, d, h, e, g
d, b, a, g, f, f
b, d, d, e, f, g
d, c, b, e, h, h
a, c, d, g, e, f
c, a, b, h, h, f
c, a, d, e, e, f
c, c, b, g, g, h
b, d, b, h, e, g
c, d, d, h, f, g
c, a, b, h, e, g
c, c, b, h, g, h
d, b, a, g, e, f
a, b, d, h, e, f
d, c, a, g, e, f
d, a, d, e, h, g
a, c, d, h, e, f
c, a, d, g, h, g
d, b, a, g, e, f
a, c, d, h, e, f
b, d, d, h, e, g
d, d, a, g, e, f
d, c, b, h, g, h
d, d, b, g, e, f
b, d, b, g, e, f
d, c, b, e, h, h
b, d, b, g, e, f
b, a, d, g, h, h
a, d, b, h, h, h
d, a, d, g, e, g
b, b, a, h, e, e
a, b, c, h, g, h
b, d, c, e, g, h
d, d, b, g, e, f
b, b, c, h, f, h
c, d, c, h, f, h
b, d, d, h, f, g
b, d, b, g, e, f
b, a, d, g, h, g
c, b, d, g, e, e
a, d, c, e, h, h
c, d, b, e, f, h
c, d, c, h, f, g
b, c, d, h, e, f
b, b, d, f, f, g
d, b, a, g, e, f
d, d, b, g, e, f
a, b, a, g, e, f
a, a, c, g, h, f
b, d, d, h, f, g
c, d, c, g, e, g
a, d, c, h, h, h
a, c, c, e, h, h
b, d, d, e, h, g
a, b, c, g, e, g
d, c, a, g, e, f
d, d, b, g, e, f
a, d, c, e, h, h
d, b, a, g, e, f
c, b, d, g, e, e
c, c, b, h, g, h
d, c, d, h, e, f
d, b, a, g, e, f
a, a, b, g, e, f
d, b, a, g, e, f
c, a, a, g, e, f
a, c, d, h, e, f
a, c, d, h, e, f
c, d, c, g, e, g
c, a, a, h, e, f
b, b, a, h, e, g
a, a, c, g, e, f
c, a, d, e, f, g
a, d, d, h, e, f
b, d, c, g, f, g
a, b, a, h, e, f
a, c, d, e, e, f
c, d, c, h, f, g
a, c, d, h, f, f
a, b, c, g, e, f
a, d, c, h, g, h
b, b, a, g, f, g
c, a, b, e, f, h
a, c, d, h, f, f
c, b, a, g, h, f
a, d, c, e, h, h
d, d, b, e, h, h
c, a, b, e, g, h
d, b, a, g, e, f
d, b, a, g, e, f
d, b, a, g, e, f
d, b, a, g, e, f
a, a, c, g, e, f
a, c, d, h, e, f
c, a, b, e, f, h
d, d, c, e, h, h
b, c, d, g, e, f
a, d, c, e, h, h
a, b, c, g, e, g
c, a, b, h, e, g
a, a, c, g, e, f
b, b, a, g, e, f
a, d, c, e, h, h
c, d, c, h, f, g
b, b, d, e, f, g
c, b, b, h, g, h
c, a, d, h, e, f
c, a, b, h, h, g
c, d, c, g, e, g
c, b, a, g, e, f
a, a, c, g, e, f
d, d, c, h, h, e
c, d, c, g, e, g
d, c, b, e, e, h
a, d, c, h, f, f
a, d, d, e, g, h
d, c, b, e, h, h
b, d, d, h, f, g
d, b, a, g, e, f
b, d, c, h, f, g
d, a, d, h, f, g
d, d, b, g, e, f
c, c, b, e, f, h
c, a, d, h, h, f
a, c, d, h, f, f
c, b, d, f, f, g
d, d, b, g, e, f
c, a, d, g, h, g
c, d, b, g, h, f
a, c, a, h, f, f
b, b, a, h, e, f
b, b, d, g, e, f
b, b, d, f, f, g
d, a, d, h, f, f
c, c, d, h, f, g
b, d, d, h, f, g
c, a, d, g, h, h
b, b, a, h, e, f
b, b, d, g, e, f
a, d, c, e, h, h
a, d, c, h, h, h
d, b, a, g, f, f
b, d, d, h, f, g
b, d, d, h, g, g
b, d, b, g, e, f
b, d, d, h, f, g
c, a, b, h, h, g
a, b, c, h, g, h
c, c, b, h, g, h
a, c, d, g, e, f
d, c, c, e, g, h
d, d, b, g, e, e
d, b, a, g, e, f
d, a, d, h, f, g
d, b, a, g, h, f
d, d, b, g, e, f
c, a, b, h, h, g
a, d, c, e, h, h
d, c, c, f, h, h
b, b, a, h, f, g
b, b, a, g, e, f
c, c, b, h, g, h
a, b, c, h, h, h
b, b, a, g, e, f
c, b, d, f, e, g
a, d, c, h, h, h
c, d, c, h, f, g
a, c, d, h, e, f
d, d, d, h, f, g
b, d, b, g, e, e
d, b, a, g, h, f
a, d, b, f, e, f
d, b, a, g, e, f
c, c, b, e, h, h
b, d, b, g, e, f
c, a, d, g, h, g
c, d, c, g, e, g
a, c, d, h, e, e
d, b, c, g, g, h
d, a, d, h, f, g
a, c, d, h, e, f
d, c, a, g, e, f
c, c, d, g, e, e
b, b, b, h, e, f
d, a, d, h, e, g
a, c, d, e, e, f
b, d, b, h, e, f
a, d, b, h, h, h
c, a, d, g, h, g
d, c, b, h, h, h
d, c, a, g, e, f
a, a, c, h, e, f
d, a, a, g, e, f
d, d, b, g, e, f
d, a, b, g, e, f
b, d, b, g, e, g
a, a, d, h, f, g
c, c, b, h, f, h
a, b, c, g, f, h
d, c, a, g, e, f
c, c, b, h, g, h
d, b, a, g, e, f
a, d, c, e, h, h
a, d, c, e, h, h
b, b, d, f, f, g
b, d, b, g, e, f
b, d, d, h, f, f
b, b, d, f, f, g
a, a, c, g, e, g
c, a, d, g, h, g
b, d, d, h, f, g
a, c, d, h, e, f
a, a, c, g, e, f
a, d, c, e, h, h
a, a, c, g, e, f
